ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1553602_at	0.000000484	1.39E-08	-6.5	9.396352	-3.88	MUCL1	mucin like 1
205384_at	4.06E-08	6.73E-10	-7.28	12.359777	-3.87	FXYD1	FXYD domain containing ion transport regulator 1
205767_at	0.000000103	2.15E-09	-7.11	11.267933	-3.85	EREG	epiregulin
207850_at	9.85E-11	3.6E-13	-9.12	19.724088	-3.84	CXCL3	C-X-C motif chemokine ligand 3
1555510_at	7.56E-10	4.6E-12	-8.65	17.267241	-3.82	ZNF215	zinc finger protein 215
204455_at	3.14E-15	7.59E-19	-12.5	32.480145	-3.79	DST	dystonin
221795_at	4.2E-10	2.15E-12	-8.68	17.974109	-3.77	NTRK2	neurotrophic receptor tyrosine kinase 2
225618_at	0.00000883	0.00000044	-7.22	6.498331	-3.76	ARHGAP27	Rho GTPase activating protein 27
206211_at	0.0000017	6.33E-08	-6.12	7.918244	-3.76	SELE	selectin E
1562520_at	0.00305	0.000489	-4.13	-0.086084	-3.74	LOC101929473	uncharacterized LOC101929473
232074_at	0.00000749	0.000000365	-8.33	5.750668	-3.73	PRSS27	protease, serine 27
208335_s_at	0.000000434	1.22E-08	-6.78	9.628968	-3.71	ACKR1	atypical chemokine receptor 1 (Duffy blood group)
1556266_a_at	0.000992	0.000125	-4.81	1.263937	-3.71	C20orf202	chromosome 20 open reading frame 202
209351_at	0.00000611	0.000000287	-5.75	6.454965	-3.69	KRT14	keratin 14
207816_at	0.0152	0.00347	-3.15	-2.17481	-3.69	LALBA	lactalbumin alpha
204748_at	1.99E-10	8.52E-13	-9.01	18.900995	-3.68	PTGS2	prostaglandin-endoperoxide synthase 2
204997_at	0.00698	0.00134	-3.76	-0.971915	-3.67	GPD1	glycerol-3-phosphate dehydrogenase 1
205913_at	0.00446	0.000772	-3.67	-0.745747	-3.61	PLIN1	perilipin 1
204712_at	0.0000446	0.00000303	-5.25	4.260763	-3.61	WIF1	WNT inhibitory factor 1
229839_at	2.62E-08	3.95E-10	-7.67	12.957856	-3.6	SCARA5	scavenger receptor class A member 5
203726_s_at	0.0000082	0.000000405	-5.85	6.235405	-3.59	LAMA3	laminin subunit alpha 3
205239_at	2.56E-09	2.09E-11	-8.11	15.749672	-3.58	AREG	amphiregulin
206644_at	0.000427	0.0000454	-5.56	2.02291	-3.58	NR0B1	nuclear receptor subfamily 0 group B member 1
238047_at	0.0321	0.00884	-2.85	-2.866468	-3.56	ARHGAP36	Rho GTPase activating protein 36
209560_s_at	0.00000131	4.65E-08	-6.2	8.218029	-3.56	DLK1	delta like non-canonical Notch ligand 1
214680_at	9.61E-10	6.16E-12	-8.54	16.972351	-3.56	NTRK2	neurotrophic receptor tyrosine kinase 2
204273_at	2.74E-09	2.27E-11	-8.49	15.759142	-3.54	EDNRB	endothelin receptor type B
230724_s_at	0.0302	0.00819	-4.36	-2.393106	-3.53	C11orf57	chromosome 11 open reading frame 57
228750_at	4.79E-08	8.22E-10	-7.25	12.170454	-3.52	COL14A1	collagen type XIV alpha 1 chain
1568702_a_at	0.0000263	0.00000162	-5.58	4.974105	-3.52	PAAF1	proteasomal ATPase associated factor 1
214087_s_at	0.000235	0.0000221	-4.6	2.273538	-3.51	MYBPC1	myosin binding protein C, slow type
232013_at	0.0278	0.00738	-3.14	-2.319733	-3.48	ERCC6L2	ERCC excision repair 6 like 2
221121_at	0.00000515	0.000000234	-8.62	6.066617	-3.46	CT55	cancer/testis antigen 55
230472_at	0.00000158	5.76E-08	-6.25	8.060107	-3.45	IRX1	iroquois homeobox 1
232570_s_at	0.000000177	4.15E-09	-7.71	10.844695	-3.43	ADAM33	ADAM metallopeptidase domain 33
239273_s_at	0.00583	0.00107	-4.05	-0.820922	-3.42	MMP28	matrix metallopeptidase 28
206143_at	3.78E-09	3.48E-11	-8.01	15.257315	-3.41	SLC26A3	solute carrier family 26 member 3
1565673_at	0.00000399	0.000000173	-6.07	7.067957	-3.39	FCGR2A	Fc fragment of IgG receptor IIa
219199_at	0.00113	0.000147	-5.07	0.650591	-3.38	AFF4	AF4/FMR2 family member 4
211737_x_at	2.72E-09	2.24E-11	-8.1	15.683249	-3.38	PTN	pleiotrophin
205800_at	0.000000442	1.25E-08	-6.89	9.649852	-3.38	SLC3A1	solute carrier family 3 member 1
206509_at	0.000197	0.0000179	-4.64	2.457407	-3.37	PIP	prolactin induced protein
236359_at	8.32E-15	2.94E-18	-13.4	31.128528	-3.37	SCN4B	sodium voltage-gated channel beta subunit 4
218872_at	3.04E-09	2.61E-11	-8.26	15.580989	-3.36	TESC	tescalcin
1562378_s_at	0.000161	0.000014	-5.82	3.286239	-3.35	PROM2	prominin 2
213791_at	1.12E-12	1.47E-15	-10.5	25.101821	-3.32	PENK	proenkephalin
222486_s_at	0.000000126	2.74E-09	-6.94	10.992337	-3.31	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1
231663_s_at	0.000000222	5.45E-09	-6.86	10.378232	-3.31	ARG1	arginase 1
1570585_at	0.000637	0.0000735	-5.05	1.756768	-3.31	MPZL3	myelin protein zero like 3
1564688_a_at	0.0433	0.0129	-2.86	-2.761434	-3.31	RAD9B	RAD9 checkpoint clamp component B
201496_x_at	6.22E-12	1.1E-14	-10	23.145937	-3.3	MYH11	myosin heavy chain 11
202672_s_at	2.9E-12	4.42E-15	-10.2	24.030008	-3.29	ATF3	activating transcription factor 3
202340_x_at	6.53E-09	7.07E-11	-7.81	14.556833	-3.29	NR4A1	nuclear receptor subfamily 4 group A member 1
209465_x_at	0.00000025	6.32E-09	-6.7	10.164505	-3.29	PTN	pleiotrophin
238750_at	0.00000334	0.000000141	-6.04	7.207039	-3.26	CCL28	C-C motif chemokine ligand 28
203766_s_at	3.56E-10	1.77E-12	-9.1	18.233666	-3.26	LMOD1	leiomodin 1
203434_s_at	0.000000109	2.3E-09	-7.03	11.180639	-3.25	MME	membrane metallo-endopeptidase
205389_s_at	0.000173	0.0000153	-6.14	2.906924	-3.24	ANK1	ankyrin 1
211506_s_at	0.000961	0.00012	-4.11	0.663896	-3.24	CXCL8	C-X-C motif chemokine ligand 8
230921_s_at	0.00000854	0.000000424	-5.7	6.109146	-3.23	MAP3K12	mitogen-activated protein kinase kinase kinase 12
213661_at	2.58E-08	3.87E-10	-7.58	12.953559	-3.22	PAMR1	peptidase domain containing associated with muscle regeneration 1
1552779_a_at	0.00000214	0.000000083	-6.37	7.817272	-3.22	SLC44A5	solute carrier family 44 member 5
204011_at	5.79E-16	1.07E-19	-13.1	34.377058	-3.21	SPRY2	sprouty RTK signaling antagonist 2
203004_s_at	0.00289	0.000459	-4.15	-0.001061	-3.2	MEF2D	myocyte enhancer factor 2D
209278_s_at	0.000182	0.0000163	-4.79	2.666015	-3.2	TFPI2	tissue factor pathway inhibitor 2
203821_at	8.76E-10	5.52E-12	-8.44	17.053541	-3.19	HBEGF	heparin binding EGF like growth factor
206825_at	3.3E-16	4.3E-20	-13.3	35.266047	-3.17	OXTR	oxytocin receptor
205858_at	3.19E-10	1.55E-12	-9.05	18.347534	-3.15	NGFR	nerve growth factor receptor
222162_s_at	1.96E-08	2.76E-10	-7.48	13.223955	-3.14	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1
215008_at	3.77E-08	6.08E-10	-7.49	12.527403	-3.14	TLL2	tolloid like 2
231424_at	0.00000597	0.000000279	-6.04	6.656211	-3.13	SLC5A12	solute carrier family 5 member 12
242280_x_at	0.0000257	0.00000157	-5.4	4.869767	-3.11	CPEB4	cytoplasmic polyadenylation element binding protein 4
1568635_at	0.000000946	3.18E-08	-6.46	8.670028	-3.11	LINC00354	long intergenic non-protein coding RNA 354
224027_at	6.06E-09	6.46E-11	-7.83	14.644568	-3.09	CCL28	C-C motif chemokine ligand 28
206115_at	1.73E-11	3.8E-14	-9.69	21.9262	-3.09	EGR3	early growth response 3
211143_x_at	6.48E-09	6.99E-11	-7.82	14.567854	-3.09	NR4A1	nuclear receptor subfamily 4 group A member 1
202014_at	1.1E-13	1E-16	-11.2	27.724886	-3.09	PPP1R15A	protein phosphatase 1 regulatory subunit 15A
213844_at	8.82E-14	6.71E-17	-11.3	28.116764	-3.06	HOXA5	homeobox A5
206552_s_at	0.000000161	3.7E-09	-6.92	10.722515	-3.06	TAC1	tachykinin precursor 1
823_at	1.31E-12	1.85E-15	-10.5	24.880624	-3.04	CX3CL1	C-X3-C motif chemokine ligand 1
1569857_s_at	0.0023	0.000349	-4.31	0.289757	-3.04	TPP2	tripeptidyl peptidase 2
220503_at	0.00524	0.000942	-4.28	-0.457838	-3.03	SLC13A1	solute carrier family 13 member 1
36711_at	1E-13	8.57E-17	-11.3	27.879134	-3.01	MAFF	MAF bZIP transcription factor F
225207_at	1.51E-09	1.13E-11	-8.29	16.362118	-3.01	PDK4	pyruvate dehydrogenase kinase 4
215026_x_at	0.000429	0.0000457	-5.27	2.197828	-3.01	SCNN1A	sodium channel epithelial 1 alpha subunit
220284_at	0.000000717	2.24E-08	-7.31	9.24824	-3	DKKL1	dickkopf like acrosomal protein 1
222722_at	0.000669	0.000078	-4.45	1.311974	-3	OGN	osteoglycin
230044_at	0.0000129	0.000000691	-7.68	5.722563	-3	PCYT2	phosphate cytidylyltransferase 2, ethanolamine
219795_at	0.0000688	0.00000509	-4.99	3.668046	-3	SLC6A14	solute carrier family 6 member 14
234310_s_at	0.00164	0.000231	-4.01	0.170232	-2.99	SUSD2	sushi domain containing 2
216997_x_at	6.19E-08	1.12E-09	-7.38	11.939388	-2.98	TLE4	transducin like enhancer of split 4
203687_at	2.61E-11	6.34E-14	-9.56	21.424384	-2.97	CX3CL1	C-X3-C motif chemokine ligand 1
214064_at	0.0000016	5.87E-08	-6.27	8.071842	-2.97	TF	transferrin
222862_s_at	2.18E-10	9.52E-13	-8.91	18.779297	-2.96	AK5	adenylate kinase 5
235307_at	0.00847	0.0017	-3.96	-1.163428	-2.96	LMTK2	lemur tyrosine kinase 2
220685_at	0.0354	0.01	-2.83	-2.884084	-2.95	FAM120C	family with sequence similarity 120C
209466_x_at	1.22E-09	8.48E-12	-8.34	16.632692	-2.95	PTN	pleiotrophin
222802_at	0.0162	0.00378	-3.43	-1.786733	-2.93	EDN1	endothelin 1
1569912_at	0.00209	0.00031	-4.68	0.107137	-2.93	LOC101928255	uncharacterized LOC101928255
201983_s_at	0.00000327	0.000000137	-5.93	7.166006	-2.92	EGFR	epidermal growth factor receptor
1569203_at	0.00000722	0.000000349	-5.93	6.401477	-2.91	CXCL2	C-X-C motif chemokine ligand 2
223217_s_at	5.84E-10	3.31E-12	-8.57	17.554447	-2.91	NFKBIZ	NFKB inhibitor zeta
1556371_at	0.0000148	0.000000813	-6.81	5.924467	-2.91	OLIG3	oligodendrocyte transcription factor 3
1554997_a_at	2.13E-08	3.07E-10	-7.47	13.126485	-2.9	PTGS2	prostaglandin-endoperoxide synthase 2
1558689_a_at	0.0000278	0.00000173	-5.63	4.974482	-2.9	STX17-AS1	STX17 antisense RNA 1
204470_at	1.49E-08	1.98E-10	-7.56	13.547378	-2.89	CXCL1	C-X-C motif chemokine ligand 1
201539_s_at	0.00000158	5.75E-08	-6.23	8.061696	-2.89	FHL1	four and a half LIM domains 1
210355_at	2.67E-15	5.96E-19	-12.7	32.714942	-2.88	PTHLH	parathyroid hormone like hormone
224339_s_at	0.00506	0.000902	-3.87	-0.559174	-2.86	ANGPTL1	angiopoietin like 1
217672_x_at	5.04E-10	2.66E-12	-8.62	17.768505	-2.85	EIF1	eukaryotic translation initiation factor 1
202035_s_at	0.0000249	0.00000152	-5.3	4.828649	-2.85	SFRP1	secreted frizzled related protein 1
1555416_a_at	0.0223	0.00562	-2.95	-2.689131	-2.84	ALOX15B	arachidonate 15-lipoxygenase, type B
205568_at	0.0000341	0.0000022	-5.22	4.486803	-2.84	AQP9	aquaporin 9
204472_at	7.88E-12	1.52E-14	-9.92	22.820929	-2.84	GEM	GTP binding protein overexpressed in skeletal muscle
230210_at	0.00563	0.00103	-4.07	-0.602045	-2.84	SUN1	Sad1 and UNC84 domain containing 1
201693_s_at	1.15E-11	2.31E-14	-9.81	22.411791	-2.83	EGR1	early growth response 1
1563658_a_at	0.000409	0.0000431	-4.52	1.752193	-2.83	SYT9	synaptotagmin 9
225557_at	2.09E-16	2.33E-20	-13.5	35.856967	-2.82	CSRNP1	cysteine and serine rich nuclear protein 1
205193_at	1.04E-13	9.29E-17	-11.2	27.800229	-2.82	MAFF	MAF bZIP transcription factor F
228698_at	2.26E-12	3.4E-15	-10.3	24.285994	-2.82	SOX7	SRY-box 7
233575_s_at	0.00000198	7.54E-08	-6.24	7.831642	-2.82	TLE4	transducin like enhancer of split 4
235616_at	3.81E-08	6.19E-10	-7.43	12.486182	-2.82	TSHZ2	teashirt zinc finger homeobox 2
226553_at	0.00025	0.0000238	-4.68	2.303248	-2.81	TMPRSS2	transmembrane protease, serine 2
204719_at	0.00000335	0.000000141	-5.97	7.163768	-2.8	ABCA8	ATP binding cassette subfamily A member 8
236914_at	0.00434	0.000749	-4.06	-0.360536	-2.8	LOC100506790	uncharacterized LOC100506790
223688_s_at	0.000236	0.0000221	-5.32	2.799271	-2.8	LY6K	lymphocyte antigen 6 complex, locus K
38037_at	5.24E-11	1.6E-13	-9.32	20.521053	-2.79	HBEGF	heparin binding EGF like growth factor
1558969_a_at	1.63E-08	2.2E-10	-7.55	13.45097	-2.79	RPL32P3	ribosomal protein L32 pseudogene 3
201525_at	0.00000253	0.000000102	-6	7.457223	-2.78	APOD	apolipoprotein D
228885_at	1.54E-08	2.06E-10	-7.59	13.52525	-2.78	MAMDC2	MAM domain containing 2
241031_at	0.000137	0.0000116	-4.81	2.924405	-2.77	C2CD4A	C2 calcium dependent domain containing 4A
208399_s_at	0.00000603	0.000000282	-5.81	6.505403	-2.77	EDN3	endothelin 3
221667_s_at	0.000000401	1.11E-08	-6.56	9.61821	-2.77	HSPB8	heat shock protein family B (small) member 8
202037_s_at	0.00000984	0.000000504	-5.59	5.900527	-2.77	SFRP1	secreted frizzled related protein 1
213966_at	0.000438	0.0000469	-5.26	2.173029	-2.76	HMG20B	high mobility group 20B
221958_s_at	0.000000171	3.97E-09	-6.85	10.630996	-2.76	WLS	wntless Wnt ligand secretion mediator
1554980_a_at	9.59E-12	1.89E-14	-9.86	22.609011	-2.75	ATF3	activating transcription factor 3
1556156_at	0.000000411	1.14E-08	-6.73	9.671542	-2.75	ESRRB	estrogen related receptor beta
1559617_at	0.00274	0.000432	-4.31	0.144188	-2.75	LOC101927206	uncharacterized LOC101927206
209541_at	0.00000656	0.000000312	-5.75	6.396031	-2.74	IGF1	insulin like growth factor 1
237339_at	0.000133	0.0000112	-4.77	2.899728	-2.74	LINC00993	long intergenic non-protein coding RNA 993
220037_s_at	0.000668	0.0000778	-4.35	1.239914	-2.73	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1
210090_at	5.19E-10	2.83E-12	-8.61	17.708023	-2.72	ARC	activity regulated cytoskeleton associated protein
209074_s_at	0.0000666	0.0000049	-5.02	3.72526	-2.72	FAM107A	family with sequence similarity 107 member A
212713_at	0.0000506	0.00000354	-5.11	4.049839	-2.72	MFAP4	microfibrillar associated protein 4
228554_at	0.000226	0.0000211	-4.6	2.299704	-2.72	PGR	progesterone receptor
209277_at	0.0000293	0.00000184	-5.27	4.660225	-2.72	TFPI2	tissue factor pathway inhibitor 2
238535_at	0.00149	0.000206	-4.65	0.822249	-2.71	CEP152	centrosomal protein 152
201820_at	0.000000693	2.15E-08	-6.39	8.968728	-2.71	KRT5	keratin 5
206112_at	0.000501	0.0000552	-4.43	1.529931	-2.7	ANKRD7	ankyrin repeat domain 7
1558828_s_at	0.0089	0.00181	-3.31	-1.748582	-2.7	CARMN	cardiac mesoderm enhancer-associated non-coding RNA
202747_s_at	2.09E-11	4.69E-14	-9.63	21.718468	-2.7	ITM2A	integral membrane protein 2A
1561493_at	3.77E-08	6.05E-10	-7.37	12.48405	-2.7	LOC105370832	uncharacterized LOC105370832
216697_at	3.87E-09	3.59E-11	-8.12	15.257455	-2.7	TRIO	trio Rho guanine nucleotide exchange factor
1554961_at	0.00000571	0.000000265	-6.16	6.774141	-2.69	FGFR4	fibroblast growth factor receptor 4
1565684_at	0.0000015	5.46E-08	-6.24	8.110598	-2.69	LOC400940	uncharacterized LOC400940
234420_at	0.000000137	3.03E-09	-6.9	10.889565	-2.69	PIH2	pregnancy-induced hypertension syndrome-related protein
205249_at	1.62E-12	2.35E-15	-10.4	24.644581	-2.68	EGR2	early growth response 2
1556766_at	1.73E-08	2.37E-10	-7.51	13.374744	-2.68	ERICH1	glutamate rich 1
204755_x_at	0.00000626	0.000000295	-5.87	6.502884	-2.68	HLF	HLF, PAR bZIP transcription factor
209540_at	0.000000582	1.73E-08	-6.53	9.226297	-2.68	IGF1	insulin like growth factor 1
231721_at	0.0275	0.0073	-3.05	-2.373915	-2.68	JAM3	junctional adhesion molecule 3
202036_s_at	0.0000454	0.0000031	-5.11	4.141632	-2.68	SFRP1	secreted frizzled related protein 1
206714_at	0.00000461	0.000000205	-5.83	6.779323	-2.67	ALOX15B	arachidonate 15-lipoxygenase, type B
213895_at	4.07E-11	1.18E-13	-9.4	20.818122	-2.67	EMP1	epithelial membrane protein 1
202122_s_at	0.000369	0.0000382	-5.54	2.317044	-2.66	PLIN3	perilipin 3
1569952_x_at	0.000167	0.0000147	-4.73	2.682611	-2.66	SDCBPP2	syndecan binding protein pseudogene 2
203438_at	0.0000168	0.000000949	-5.52	5.351261	-2.66	STC2	stanniocalcin 2
211298_s_at	0.000000188	4.46E-09	-6.8	10.512233	-2.65	ALB	albumin
239500_at	0.0000176	0.000001	-6.52	5.716074	-2.64	EFCAB1	EF-hand calcium binding domain 1
1554983_at	0.000102	0.0000081	-5.23	3.52547	-2.64	LINC00317	long intergenic non-protein coding RNA 317
212187_x_at	0.00000122	4.27E-08	-6.22	8.300118	-2.64	PTGDS	prostaglandin D2 synthase
210368_at	6.41E-08	1.17E-09	-7.16	11.823572	-2.63	PCDHGA8	protocadherin gamma subfamily A, 8
201531_at	1.93E-08	2.7E-10	-7.52	13.257896	-2.62	ZFP36	ZFP36 ring finger protein
227104_x_at	0.0345	0.00967	-2.94	-2.548847	-2.62	ZNF800	zinc finger protein 800
231773_at	0.0000754	0.0000057	-5.1	3.711656	-2.61	ANGPTL1	angiopoietin like 1
231301_at	0.00231	0.000351	-4.27	0.227758	-2.61	NUP54	nucleoporin 54
204802_at	0.00000513	0.000000233	-5.95	6.743543	-2.61	RRAD	RRAD, Ras related glycolysis inhibitor and calcium channel regulator
219993_at	2.26E-10	1E-12	-8.87	18.723942	-2.61	SOX17	SRY-box 17
1557924_s_at	4.93E-08	8.52E-10	-7.22	12.12847	-2.6	ALPL	alkaline phosphatase, liver/bone/kidney
204734_at	0.000233	0.0000218	-4.61	2.285654	-2.6	KRT15	keratin 15
220343_at	0.000104	0.00000832	-5.45	3.630401	-2.6	PDE7B	phosphodiesterase 7B
209355_s_at	1.76E-11	3.89E-14	-9.68	21.90355	-2.6	PLPP3	phospholipid phosphatase 3
233613_x_at	4.26E-08	7.18E-10	-7.32	12.317259	-2.6	REXO2	RNA exonuclease 2
210517_s_at	5.66E-08	0.000000001	-7.16	11.964015	-2.59	AKAP12	A-kinase anchoring protein 12
1557285_at	0.001	0.000127	-4.14	0.65026	-2.59	AREG	amphiregulin
213006_at	1.17E-08	1.48E-10	-7.63	13.837001	-2.59	CEBPD	CCAAT/enhancer binding protein delta
203439_s_at	0.000000273	6.99E-09	-6.68	10.066076	-2.59	STC2	stanniocalcin 2
243961_at	0.0162	0.00375	-3.44	-1.781701	-2.58	LOC100505622	uncharacterized LOC100505622
1559127_x_at	2.98E-09	2.54E-11	-8.09	15.565911	-2.58	RRP12	ribosomal RNA processing 12 homolog
205792_at	0.0342	0.0096	-3.57	-2.315296	-2.58	WISP2	WNT1 inducible signaling pathway protein 2
216598_s_at	5.74E-08	1.02E-09	-7.15	11.947832	-2.57	CCL2	C-C motif chemokine ligand 2
209763_at	0.000000203	4.88E-09	-6.76	10.41615	-2.57	CHRDL1	chordin like 1
1564387_at	0.00699	0.00134	-3.76	-0.961092	-2.57	DOPEY1	dopey family member 1
203980_at	0.00000284	0.000000116	-5.97	7.324007	-2.57	FABP4	fatty acid binding protein 4
207442_at	0.000000756	0.000000024	-6.37	8.862177	-2.56	CSF3	colony stimulating factor 3
206201_s_at	0.00000266	0.000000108	-6.08	7.457925	-2.56	MEOX2	mesenchyme homeobox 2
229302_at	9.17E-08	1.85E-09	-7.02	11.36938	-2.56	TMEM178A	transmembrane protein 178A
209584_x_at	5.52E-11	1.77E-13	-9.3	20.418815	-2.55	APOBEC3C	apolipoprotein B mRNA editing enzyme catalytic subunit 3C
1569954_at	0.0000638	0.00000465	-5.04	3.775536	-2.54	LOC101928834	uncharacterized LOC101928834
218730_s_at	2.63E-09	2.16E-11	-8.1	15.716736	-2.54	OGN	osteoglycin
223467_at	0.00000527	0.00000024	-5.83	6.64769	-2.54	RASD1	ras related dexamethasone induced 1
230698_at	0.00551	0.001	-3.73	-0.80085	-2.53	CALN1	calneuron 1
208350_at	0.000129	0.0000109	-4.82	2.970602	-2.53	CSN1S1	casein alpha s1
210764_s_at	2.82E-11	7.27E-14	-9.52	21.291104	-2.53	CYR61	cysteine rich angiogenic inducer 61
209189_at	6.19E-08	1.12E-09	-7.13	11.855727	-2.53	FOS	Fos proto-oncogene, AP-1 transcription factor subunit
1560527_at	0.0437	0.013	-2.65	-3.34524	-2.53	NFE4	nuclear factor, erythroid 4
228388_at	0.000323	0.0000326	-5.51	2.503845	-2.53	NFKBIB	NFKB inhibitor beta
205883_at	2.09E-11	4.73E-14	-9.63	21.711899	-2.52	ZBTB16	zinc finger and BTB domain containing 16
226814_at	1.16E-08	1.46E-10	-7.63	13.849563	-2.51	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9
220273_at	0.000359	0.0000369	-4.48	1.801891	-2.51	IL17B	interleukin 17B
206378_at	0.00917	0.00187	-3.25	-1.952426	-2.51	SCGB2A2	secretoglobin family 2A member 2
201044_x_at	0.000000593	1.77E-08	-6.5	9.188881	-2.5	DUSP1	dual specificity phosphatase 1
238018_at	0.00218	0.000326	-3.86	-0.229146	-2.5	FAM150B	family with sequence similarity 150 member B
220266_s_at	3.1E-11	8.33E-14	-9.49	21.157271	-2.5	KLF4	Kruppel like factor 4
219440_at	0.00000226	8.86E-08	-6.05	7.596521	-2.5	RAI2	retinoic acid induced 2
204482_at	2.59E-10	1.2E-12	-8.85	18.551756	-2.49	CLDN5	claudin 5
227404_s_at	1.03E-09	6.68E-12	-8.4	16.866702	-2.49	EGR1	early growth response 1
209821_at	4.76E-08	8.15E-10	-7.25	12.179037	-2.49	IL33	interleukin 33
202746_at	1.09E-08	1.36E-10	-7.65	13.916647	-2.49	ITM2A	integral membrane protein 2A
211748_x_at	0.0000863	0.0000067	-5.08	3.551654	-2.49	PTGDS	prostaglandin D2 synthase
1568768_s_at	7.85E-09	8.92E-11	-7.88	14.364402	-2.48	BRE-AS1	BRE antisense RNA 1
