ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
209270_at	6.43E-10	8.98E-11	-7.008784	13.754794	-3.4646931	LAMB3	laminin subunit beta 3
208383_s_at	2.15E-22	4.53E-24	-12.283054	44.061509	-3.4568969	PCK1	phosphoenolpyruvate carboxykinase 1
209614_at	1.01E-30	5.11E-33	-15.779938	64.520029	-3.4502237	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide
221009_s_at	7.99E-13	7.52E-14	-8.297464	20.737024	-3.4449222	ANGPTL4	angiopoietin like 4
230992_at	5.1E-28	4.04E-30	-14.63009	57.894127	-3.4269455	BTNL9	butyrophilin like 9
216594_x_at	1.32E-09	1.93E-10	-6.863423	13.00052	-3.4258241	AKR1C1	aldo-keto reductase family 1 member C1
209292_at	0.00000266	0.000000635	-5.216293	5.091813	-3.4234059	ID4	inhibitor of DNA binding 4, HLH protein
227997_at	0.00000338	0.000000824	-5.158487	4.839139	-3.4217992	IL17RD	interleukin 17 receptor D
229800_at	0.000000407	8.61E-08	-5.64715	7.0334	-3.4189952	DCLK1	doublecortin like kinase 1
220061_at	1.08E-24	1.61E-26	-13.227384	49.663144	-3.4189558	ACSM5	acyl-CoA synthetase medium-chain family member 5
228827_at	3.96E-08	7.23E-09	-6.15645	9.451379	-3.4161899	RUNX1T1	RUNX1 translocation partner 1
231118_at	1.59E-11	1.8E-12	-7.730604	17.606361	-3.4041564	ANKRD35	ankyrin repeat domain 35
224327_s_at	0.000000107	2.06E-08	-5.943924	8.427115	-3.4001955	DGAT2	diacylglycerol O-acyltransferase 2
227826_s_at	5.35E-12	5.65E-13	-7.938806	18.746527	-3.3963147	SORBS2	sorbin and SH3 domain containing 2
229177_at	4.4E-10	5.99E-11	-7.084875	14.152677	-3.3941217	C16orf89	chromosome 16 open reading frame 89
204389_at	1.04E-15	6.47E-17	-9.519664	27.719408	-3.3916728	MAOA	monoamine oxidase A
235616_at	7.04E-13	6.59E-14	-8.320891	20.86812	-3.3873841	TSHZ2	teashirt zinc finger homeobox 2
211494_s_at	8.97E-30	5.4E-32	-15.371224	62.179422	-3.3799919	SLC4A4	solute carrier family 4 member 4
1558828_s_at	5.72E-12	6.06E-13	-7.926193	18.677123	-3.3765444	CARMN	cardiac mesoderm enhancer-associated non-coding RNA
219304_s_at	0.00000285	0.000000683	-5.199906	5.019993	-3.3745089	PDGFD	platelet derived growth factor D
213924_at	4.51E-19	1.67E-20	-10.911879	35.908542	-3.3738755	GNAL	G protein subunit alpha L
201843_s_at	0.000000932	0.000000208	-5.459143	6.173816	-3.3715299	EFEMP1	EGF containing fibulin like extracellular matrix protein 1
219093_at	2.6E-17	1.27E-18	-10.184979	31.612153	-3.3583666	PID1	phosphotyrosine interaction domain containing 1
202746_at	2.75E-09	4.22E-10	-6.714365	12.235295	-3.3573482	ITM2A	integral membrane protein 2A
226303_at	3.11E-25	4.21E-27	-13.452637	50.993612	-3.3406445	PGM5	phosphoglucomutase 5
222043_at	9.92E-10	1.43E-10	-6.920674	13.296665	-3.3331887	CLU	clusterin
205824_at	2.28E-34	6.34E-37	-17.3691	73.448645	-3.3281789	HSPB2	heat shock protein family B (small) member 2
236262_at	4.89E-22	1.12E-23	-12.131974	43.162969	-3.3251754	MMRN2	multimerin 2
209220_at	5.61E-11	6.82E-12	-7.487698	16.29179	-3.3191259	GPC3	glypican 3
229487_at	7.4E-19	2.83E-20	-10.823766	35.386079	-3.3135375	EBF1	early B-cell factor 1
227984_at	1.04E-09	1.51E-10	-6.910618	13.244558	-3.3003932	LMF1	lipase maturation factor 1
238964_at	3.13E-19	1.13E-20	-10.976805	36.293736	-3.2998328	FIGN	fidgetin, microtubule severing factor
206262_at	2.93E-31	1.35E-33	-16.011815	65.840273	-3.2909624	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide
204134_at	4.29E-33	1.42E-35	-16.813991	70.36242	-3.2880514	PDE2A	phosphodiesterase 2A
221747_at	1.11E-15	6.92E-17	-9.508208	27.65283	-3.2796887	TNS1	tensin 1
209541_at	0.000146	0.0000463	-4.20327	0.960413	-3.2682647	IGF1	insulin like growth factor 1
221295_at	1.61E-15	1.02E-16	-9.441453	27.26522	-3.2682481	CIDEA	cell death-inducing DFFA-like effector a
203726_s_at	0.00000979	0.00000255	-4.90307	3.746075	-3.2666732	LAMA3	laminin subunit alpha 3
208186_s_at	4.1E-30	2.27E-32	-15.52148	63.041863	-3.2665237	LIPE	lipase E, hormone sensitive type
204482_at	2.31E-30	1.21E-32	-15.629622	63.661174	-3.2608416	CLDN5	claudin 5
205619_s_at	2.77E-13	2.44E-14	-8.495276	21.847838	-3.2587467	MEOX1	mesenchyme homeobox 1
225720_at	1.54E-11	1.73E-12	-7.737154	17.642042	-3.2586971	SYNPO2	synaptopodin 2
244521_at	2.28E-18	9.37E-20	-10.623213	34.198381	-3.2371631	TSHZ2	teashirt zinc finger homeobox 2
205730_s_at	1.6E-09	2.36E-10	-6.82514	12.803171	-3.2312205	ABLIM3	actin binding LIM protein family member 3
225627_s_at	5.43E-10	7.51E-11	-7.042465	13.930658	-3.2301469	CACHD1	cache domain containing 1
210432_s_at	1.13E-33	3.43E-36	-17.067034	71.773753	-3.2257522	SCN3A	sodium voltage-gated channel alpha subunit 3
227297_at	0.000000488	0.000000104	-5.60664	6.846616	-3.172325	ITGA9	integrin subunit alpha 9
1569872_a_at	2.16E-08	3.77E-09	-6.286656	10.089146	-3.1666166	LMF1	lipase maturation factor 1
235521_at	2E-10	2.6E-11	-7.240453	14.97247	-3.1621001	HOXA3	homeobox A3
241994_at	0.0000178	0.00000482	-4.755275	3.13155	-3.1510532	XDH	xanthine dehydrogenase
205117_at	3.58E-12	3.7E-13	-8.014751	19.165319	-3.1433793	FGF1	fibroblast growth factor 1
220765_s_at	1.86E-29	1.21E-31	-15.232258	61.379812	-3.1370914	LIMS2	LIM zinc finger domain containing 2
225571_at	5.38E-13	4.93E-14	-8.372127	21.155272	-3.1359687	LIFR	leukemia inhibitory factor receptor alpha
244276_at	3.76E-21	9.72E-23	-11.771223	41.016491	-3.1343848	KLB	klotho beta
206850_at	3.93E-17	1.97E-18	-10.110901	31.17648	-3.1327003	RASL10A	RAS like family 10 member A
218730_s_at	0.000706	0.000253	-3.753957	-0.651836	-3.1289502	OGN	osteoglycin
