ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
10062	0.0142	0.00227	-3.2361792	-2.017145	-4.0617261	MUCL1	mucin like 1
32092	1.23E-09	3.84E-12	-9.3587762	17.543432	-4.0483578	RIC3	RIC3 acetylcholine receptor chaperone
23579	0.0000135	0.000000366	-5.9503618	6.363084	-4.0152595	THSD4	thrombospondin type 1 domain containing 4
5207	0.0000222	0.000000661	-5.7770868	5.78702	-3.9810845	HOXA7	homeobox A7
1837	0.000000261	2.56E-09	-7.399754	11.20252	-3.9675939	MYH11	myosin heavy chain 11
35088	0.00000307	5.69E-08	-6.4930833	8.175977	-3.9643998	KIF5C	kinesin family member 5C
35958	0.000047	0.00000171	-5.4977189	4.863259	-3.9475088	MYBPC1	myosin binding protein C, slow type
24266	6.58E-08	4.81E-10	-7.8936818	12.834642	-3.9117057	CAPN8	calpain 8
36415	0.000000175	1.59E-09	-7.5405634	11.669501	-3.9030373	GSTM2	glutathione S-transferase mu 2 (muscle)
44176	0.00178	0.000162	-4.1160029	0.478226	-3.8883163	TFAP2B	transcription factor AP-2 beta
14740	0.00000854	0.000000205	-6.1188468	6.924852	-3.8813746	ERBB4	erb-b2 receptor tyrosine kinase 4
45156	2.18E-08	1.31E-10	-8.2808816	14.100555	-3.866508	CCL28	C-C motif chemokine ligand 28
26546	0.00000208	3.52E-08	-6.6327516	8.643341	-3.8613083	ESR1	estrogen receptor 1
14080	0.00000285	5.14E-08	-6.5223691	8.273974	-3.8611322	ESR1	estrogen receptor 1
8973	0.00000292	5.29E-08	-6.5140308	8.246072	-3.8441734	IQCA1	IQ motif containing with AAA domain 1
9321	0.0000332	0.00000111	-5.6236465	5.278765	-3.8286596	HOXA-AS3	HOXA cluster antisense RNA 3
18336	0.00000384	7.63E-08	-6.40761	7.889998	-3.8100202	ESR1	estrogen receptor 1
1798	0.0000188	0.000000542	-5.8350661	5.979553	-3.8004024	HCAR1	hydroxycarboxylic acid receptor 1
8198	0.00000424	0.000000086	-6.3726508	7.773054	-3.7999605	DMD	dystrophin
31443	0.000176	0.000009	-5.0042852	3.254124	-3.7907013	PTN	pleiotrophin
42318	1.56E-08	8.66E-11	-8.4063094	14.50764	-3.7743561	PDK4	pyruvate dehydrogenase kinase 4
25949	1.31E-11	4.97E-15	-11.514576	23.987456	-3.7533792	DNAH5	dynein axonemal heavy chain 5
8394	0.00000219	3.76E-08	-6.6134815	8.578861	-3.7206269	ESR1	estrogen receptor 1
27066	0.00000317	5.93E-08	-6.4809524	8.135386	-3.714686	NXNL2	nucleoredoxin-like 2
34202	0.00000508	0.000000108	-6.3071602	7.554032	-3.7072583	ESR1	estrogen receptor 1
37018	0.00000208	3.52E-08	-6.6325006	8.642502	-3.7026904	ESR1	estrogen receptor 1
9882	0.0000139	0.000000378	-5.940223	6.329325	-3.6820317	ESR1	estrogen receptor 1
3995	0.00000114	1.61E-08	-6.8609621	9.406638	-3.6783888	ESR1	estrogen receptor 1
40950	0.00000193	0.000000032	-6.6607727	8.737099	-3.6737296	GRPR	gastrin releasing peptide receptor
39184	0.0000838	0.00000353	-5.2836994	4.161162	-3.6386655	COL4A6	collagen type IV alpha 6 chain
29209	0.0000014	0.000000021	-6.7841132	9.149693	-3.5992289	CX3CR1	C-X3-C motif chemokine receptor 1
36475	0.0000235	0.000000714	-5.7543184	5.71148	-3.5850284	AFF3	AF4/FMR2 family member 3
17466	0.0000253	0.000000785	-5.7266935	5.619882	-3.5844737	ERBB4	erb-b2 receptor tyrosine kinase 4
37539	0.000135	0.00000648	-5.1024683	3.571449	-3.5838756	IL20RA	interleukin 20 receptor subunit alpha
40856	0.000182	0.00000939	-4.9915552	3.213101	-3.5732557	PTN	pleiotrophin
27974	0.00000437	8.99E-08	-6.3597139	7.729783	-3.5712757	ESR1	estrogen receptor 1
29558	0.00000448	9.27E-08	-6.3505694	7.699198	-3.5617865	TAT	tyrosine aminotransferase
44719	0.00000117	1.66E-08	-6.8520833	9.376958	-3.5521786	NRG1	neuregulin 1
9601	0.00000569	0.000000124	-6.2664152	7.417812	-3.5500046	ESR1	estrogen receptor 1
9515	0.00000015	1.3E-09	-7.5987179	11.861998	-3.5239795	HOXA4	homeobox A4
33675	0.00000689	0.000000157	-6.1972432	7.186653	-3.5137502	TP63	tumor protein p63
34458	0.00014	0.00000677	-5.0894574	3.529306	-3.4941205	CLSTN2	calsyntenin 2
37531	0.0000912	0.00000392	-5.2519719	4.057577	-3.4853266	RAI2	retinoic acid induced 2
39276	0.0000151	0.000000417	-5.9116323	6.234159	-3.4804689	MIR100HG	mir-100-let-7a-2 cluster host gene
3191	0.000000587	6.99E-09	-7.1051157	10.221903	-3.4723155	PIGR	polymeric immunoglobulin receptor
18706	0.0000179	0.00000051	-5.852784	6.038436	-3.458872	MIR4697HG	MIR4697 host gene
12521	0.000000895	1.18E-08	-6.9526713	9.713085	-3.4378107	COL17A1	collagen type XVII alpha 1 chain
9181	0.000921	0.0000698	-4.3799974	1.282092	-3.4327906	TMTC1	transmembrane and tetratricopeptide repeat containing 1
8758	0.00000819	0.000000195	-6.1339385	6.975233	-3.4325754	SLC27A6	solute carrier family 27 member 6
41812	0.0000074	0.000000171	-6.1720038	7.102344	-3.4170314	DCDC2	doublecortin domain containing 2
26738	0.000123	0.00000571	-5.1405414	3.694925	-3.4158556	C1orf64	chromosome 1 open reading frame 64
25230	0.000000576	6.82E-09	-7.1122301	10.245628	-3.4094238	ITGBL1	integrin subunit beta like 1
11632	0.0000312	0.00000103	-5.6479948	5.359281	-3.4067037	NAV3	neuron navigator 3
4446	0.000000735	9.29E-09	-7.0218171	9.943975	-3.4005216	DST	dystonin
34259	0.00000297	5.42E-08	-6.5068393	8.222007	-3.3983144	OR5P3	olfactory receptor family 5 subfamily P member 3
14879	0.00000473	9.91E-08	-6.3312691	7.634651	-3.3648245	BTNL9	butyrophilin like 9
41481	0.000135	0.00000648	-5.1024413	3.571361	-3.3576578	HOXA3	homeobox A3
16629	0.000044	0.00000158	-5.5218851	4.942871	-3.3572611	SAMD5	sterile alpha motif domain containing 5
2518	1.88E-11	1.34E-14	-11.1811998	23.032517	-3.3344942	CHL1	cell adhesion molecule L1 like
26987	0.000104	0.00000465	-5.2017801	3.894	-3.3161294	CDO1	cysteine dioxygenase type 1
4145	0.00000771	0.000000181	-6.155018	7.045617	-3.311721	FAM198B	family with sequence similarity 198 member B
11819	0.00000382	7.59E-08	-6.4091462	7.895138	-3.3072092	KCNC2	potassium voltage-gated channel subfamily C member 2
10789	0.00000977	0.000000243	-6.0702188	6.762579	-3.3058904	TSHZ2	teashirt zinc finger homeobox 2
15381	0.00000067	8.27E-09	-7.0556503	10.056891	-3.3033596	COL14A1	collagen type XIV alpha 1 chain
9760	0.0000305	0.000001	-5.6553176	5.383507	-3.2881419	SCN4B	sodium voltage-gated channel beta subunit 4
2431	0.00000291	5.25E-08	-6.516193	8.253307	-3.2850024	C1orf132	chromosome 1 open reading frame 132
5832	0.0000446	0.00000161	-5.5163732	4.924707	-3.2792903	CAPN8	calpain 8
11091	0.0000435	0.00000155	-5.5265232	4.958158	-3.2538646	LAMA3	laminin subunit alpha 3
14969	0.0000186	0.000000536	-5.8383065	5.99032	-3.243096	TAT	tyrosine aminotransferase
23450	0.0000178	0.000000507	-5.8547656	6.045023	-3.2389382	KCNJ16	potassium voltage-gated channel subfamily J member 16
37123	1.07E-08	5.56E-11	-8.5401217	14.940194	-3.2383353	GSTM2P1	glutathione S-transferase mu 2 pseudogene 1
6011	0.0183	0.00316	-3.1187634	-2.323794	-3.2331545	TFF1	trefoil factor 1
35725	0.0000424	0.0000015	-5.536162	4.989934	-3.2331117	PTHLH	parathyroid hormone like hormone
20844	0.000136	0.00000656	-5.09884	3.559694	-3.227746	POTEB3	POTE ankyrin domain family member B3
9715	0.000523	0.0000347	-4.59521	1.951827	-3.2272253	JCHAIN	joining chain of multimeric IgA and IgM
36307	0.0000122	0.000000321	-5.9884446	6.489939	-3.2175604	DYNLRB2	dynein light chain roadblock-type 2
24818	0.00021	0.0000112	-4.9396077	3.046002	-3.2129816	THSD4	thrombospondin type 1 domain containing 4
36514	0.00000145	2.24E-08	-6.764099	9.082757	-3.1962068	LINC00504	long intergenic non-protein coding RNA 504
43121	0.000000735	9.33E-09	-7.0205931	9.939889	-3.1950314	FGF14	fibroblast growth factor 14
31104	0.0000291	0.000000942	-5.6729965	5.442013	-3.1864326	FAM189A2	family with sequence similarity 189 member A2
15440	0.0000707	0.00000285	-5.3469094	4.367934	-3.1782247	JCHAIN	joining chain of multimeric IgA and IgM
31854	5.97E-08	4.28E-10	-7.9280508	12.947536	-3.1629475	PWAR5	Prader Willi/Angelman region RNA 5
43081	0.00000223	3.84E-08	-6.607208	8.557869	-3.1615385	MYH11	myosin heavy chain 11
22047	0.000109	0.00000491	-5.1854238	3.840774	-3.1542934	COL14A1	collagen type XIV alpha 1 chain
12702	0.0000751	0.00000307	-5.324461	4.294441	-3.1464958	SPARCL1	SPARC like 1
31474	0.00438	0.000499	-3.7512266	-0.594542	-3.1464289	SIGLEC15	sialic acid binding Ig like lectin 15
37734	0.000926	0.0000703	-4.377554	1.274558	-3.1265046	PPP1R3C	protein phosphatase 1 regulatory subunit 3C
28814	0.000021	0.00000062	-5.7957747	5.849051	-3.1089941	IL33	interleukin 33
38338	0.00000521	0.000000111	-6.2976117	7.522106	-3.1012957	AK5	adenylate kinase 5
14688	0.00000101	1.36E-08	-6.9097749	9.569774	-3.1009351	FAXDC2	fatty acid hydroxylase domain containing 2
21911	0.0000169	0.000000478	-5.8720548	6.102504	-3.1006659	NTN4	netrin 4
25115	0.0000148	0.000000406	-5.9196512	6.260845	-3.0975322	LINC00965	long intergenic non-protein coding RNA 965
39921	0.000223	0.0000121	-4.9163896	2.971477	-3.0960309	IRS1	insulin receptor substrate 1
37808	0.00000103	1.42E-08	-6.8984913	9.532069	-3.0793591	FGF1	fibroblast growth factor 1
31942	0.000041	0.00000145	-5.5467964	5.025002	-3.0709447	RBMS3	RNA binding motif single stranded interacting protein 3
24317	0.00146	0.000125	-4.197794	0.725022	-3.0661817	AGR3	anterior gradient 3, protein disulphide isomerase family member
34590	0.0000705	0.00000283	-5.3484186	4.372877	-3.0612219	CNN1	calponin 1
11331	0.00000645	0.000000145	-6.221214	7.266743	-3.0285303	EFCAB1	EF-hand calcium binding domain 1
14205	0.0027	0.000272	-3.949172	-0.018326	-3.0237413	HOXA9	homeobox A9
41010	0.028	0.00546	-2.9185991	-2.829528	-3.022778	PEG3	paternally expressed 3
40016	0.000795	0.0000578	-4.4381345	1.461823	-3.0227654	CA8	carbonic anhydrase 8
27210	0.0000781	0.00000323	-5.3102118	4.247825	-3.0177851	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2
38982	0.0000211	0.000000625	-5.7932402	5.840636	-3.0044747	BEX1	brain expressed X-linked 1
7710	0.000339	0.0000204	-4.7579878	2.465849	-2.9933978	FIGF	c-fos induced growth factor
10110	0.0000796	0.00000331	-5.3027343	4.223373	-2.991921	AMIGO2	adhesion molecule with Ig like domain 2
27049	0.00000123	1.78E-08	-6.8314888	9.308108	-2.9717927	SLC40A1	solute carrier family 40 member 1
35523	0.000032	0.00000106	-5.6379552	5.326075	-2.9597509	NRG2	neuregulin 2
37104	0.000263	0.0000149	-4.8532613	2.769367	-2.9573295	LTBP2	latent transforming growth factor beta binding protein 2
17232	0.00511	0.000606	-3.6870446	-0.77812	-2.9401304	DCX	doublecortin
36518	0.000438	0.0000279	-4.6620841	2.162275	-2.9241661	RERGL	RERG like
19164	0.0000119	0.000000312	-5.9967455	6.517599	-2.9240491	MAPT	microtubule associated protein tau
26311	0.000723	0.0000514	-4.4744718	1.57462	-2.9217855	HBB	hemoglobin subunit beta
3542	0.000352	0.0000214	-4.7435851	2.42013	-2.9188615	MLPH	melanophilin
43547	0.00000296	5.39E-08	-6.5089752	8.229154	-2.9023484	KIAA1456	KIAA1456
26985	0.000231	0.0000127	-4.9019556	2.925198	-2.8997604	ETV1	ETS variant 1
15909	0.000000415	4.59E-09	-7.2282114	10.6321	-2.8992927	ANO1	anoctamin 1
14994	0.0000638	0.0000025	-5.3861673	4.496613	-2.8934713	SEMA5A	semaphorin 5A
206	0.000181	0.00000934	-4.9933003	3.218723	-2.8858761	CXCL2	C-X-C motif chemokine ligand 2
23650	0.0000953	0.00000416	-5.2346791	4.001179	-2.8837473	FMO5	flavin containing monooxygenase 5
14841	0.000322	0.0000191	-4.7780045	2.529461	-2.8824891	DMD	dystrophin
28407	0.000123	0.00000571	-5.140422	3.694537	-2.8820106	DMRTC1	DMRT like family C1
40794	0.000108	0.00000485	-5.1891624	3.852937	-2.8732463	PGR	progesterone receptor
28777	0.000169	0.00000856	-5.0193143	3.302591	-2.8655389	INPP4B	inositol polyphosphate-4-phosphatase type II B
40779	0.00000311	5.78E-08	-6.4882211	8.159707	-2.8654133	IQUB	IQ motif and ubiquitin domain containing
37804	0.0000273	0.000000866	-5.697915	5.524524	-2.8634821	CMYA5	cardiomyopathy associated 5
10863	0.0000132	0.000000355	-5.9592249	6.3926	-2.8622454	CHL1	cell adhesion molecule L1 like
36756	0.000858	0.0000637	-4.4079672	1.368446	-2.8603384	NME5	NME/NM23 family member 5
10395	0.0000367	0.00000126	-5.5880103	5.161021	-2.857907	ACTA2	actin, alpha 2, smooth muscle, aorta
35849	0.00423	0.000478	-3.7659524	-0.55219	-2.8539396	CXCL14	C-X-C motif chemokine ligand 14
33981	0.000132	0.00000627	-5.1126534	3.604458	-2.8502106	SPATA18	spermatogenesis associated 18
18544	0.00191	0.000176	-4.0884127	0.39546	-2.8472222	TESC	tescalcin
1926	0.000000904	1.19E-08	-6.9488266	9.700243	-2.843146	PDK4	pyruvate dehydrogenase kinase 4
35007	0.00000263	4.67E-08	-6.5503157	8.367491	-2.8386313	STC2	stanniocalcin 2
41192	0.00151	0.00013	-4.1842098	0.683887	-2.8268936	DCLK1	doublecortin like kinase 1
17970	0.000136	0.00000657	-5.0983582	3.558133	-2.8215758	FAM189A2	family with sequence similarity 189 member A2
33569	0.00034	0.0000204	-4.7571556	2.463205	-2.8188341	LIFR	leukemia inhibitory factor receptor alpha
2647	0.000159	0.00000794	-5.041878	3.37543	-2.8171343	FAM47E	family with sequence similarity 47 member E
45012	0.00168	0.000149	-4.1414727	0.55485	-2.8171038	XKR6	XK related 6
24115	0.000638	0.0000442	-4.5208478	1.719075	-2.8119669	HBB	hemoglobin subunit beta
39475	0.000739	0.0000528	-4.466242	1.549043	-2.8047891	PLAT	plasminogen activator, tissue type
21259	0.000504	0.0000332	-4.6090278	1.995225	-2.8029681	TMTC1	transmembrane and tetratricopeptide repeat containing 1
15846	0.00217	0.000206	-4.0378873	0.244546	-2.8022669	DKK3	dickkopf WNT signaling pathway inhibitor 3
24695	0.00123	0.000101	-4.265909	0.932134	-2.7989329	SCGB3A1	secretoglobin family 3A member 1
35129	0.0144	0.00231	-3.2307949	-2.031361	-2.7975668	AR	androgen receptor
33419	0.00028	0.000016	-4.8302447	2.695872	-2.7935821	BCL2	BCL2, apoptosis regulator
17649	0.000552	0.0000371	-4.5753409	1.889505	-2.785675	HBB	hemoglobin subunit beta
7344	0.000605	0.0000414	-4.5414041	1.783279	-2.7771254	SNRPN	small nuclear ribonucleoprotein polypeptide N
12871	0.000000131	1.11E-09	-7.6466633	12.020531	-2.7684244	NAV2	neuron navigator 2
43661	0.00044	0.0000281	-4.6597332	2.15486	-2.7670658	HBB	hemoglobin subunit beta
24458	0.0143	0.00229	-3.2328497	-2.025938	-2.7661344	AR	androgen receptor
33383	0.0055	0.000668	-3.6551423	-0.868747	-2.7520743	SOCS2	suppressor of cytokine signaling 2
3412	0.00248	0.000244	-3.9844535	0.085888	-2.7507393	CSRNP3	cysteine and serine rich nuclear protein 3
35825	0.00000057	6.72E-09	-7.1162943	10.25918	-2.7506152	ANKRD30BP3	ankyrin repeat domain 30B pseudogene 3
36686	0.000919	0.0000696	-4.3806285	1.284038	-2.7506034	PLAT	plasminogen activator, tissue type
44235	0.0136	0.00214	-3.2569553	-1.962152	-2.7490047	AR	androgen receptor
14672	0.00122	0.0000993	-4.2698014	0.944012	-2.7484832	PLAT	plasminogen activator, tissue type
14469	0.0011	0.0000878	-4.3081441	1.061251	-2.7469608	PLAT	plasminogen activator, tissue type
35940	0.0123	0.00187	-3.3033753	-1.838503	-2.7427216	AR	androgen receptor
33503	0.0123	0.00187	-3.3044469	-1.835636	-2.7335515	AR	androgen receptor
39605	0.000975	0.0000751	-4.3569809	1.211192	-2.7316657	PLAT	plasminogen activator, tissue type
18482	0.000901	0.0000679	-4.388441	1.308138	-2.7278421	LAMA3	laminin subunit alpha 3
3099	0.000372	0.0000229	-4.7225146	2.353326	-2.7233292	CLIC6	chloride intracellular channel 6
36281	0.00026	0.0000147	-4.8570697	2.781538	-2.7213148	BCL2	BCL2, apoptosis regulator
35826	0.00135	0.000113	-4.228373	0.817827	-2.7188878	PLAT	plasminogen activator, tissue type
29081	0.000265	0.000015	-4.8501993	2.759583	-2.715777	KCNMA1	potassium calcium-activated channel subfamily M alpha 1
3547	0.000838	0.0000617	-4.4183194	1.400462	-2.7147217	PLAT	plasminogen activator, tissue type
27559	0.000416	0.0000262	-4.6812669	2.222833	-2.7102453	HBB	hemoglobin subunit beta
13611	0.000967	0.0000743	-4.3602809	1.221349	-2.708571	RNF128	ring finger protein 128, E3 ubiquitin protein ligase
26770	0.00203	0.00019	-4.0642978	0.323325	-2.7076145	TUBB2B	tubulin beta 2B class IIb
7370	0.000000159	1.4E-09	-7.5766289	11.788908	-2.7076042	CEP126	centrosomal protein 126
38036	0.00000253	4.46E-08	-6.563709	8.412309	-2.7039903	LOC105379426	ankyrin repeat domain-containing protein 20A2
6620	0.000939	0.0000715	-4.3723711	1.258584	-2.6980337	PLAT	plasminogen activator, tissue type
22772	0.0000388	0.00000135	-5.5667771	5.090924	-2.6962717	MAPT	microtubule associated protein tau
27365	8.36E-08	6.4E-10	-7.8086154	12.554811	-2.6959881	MEG3	maternally expressed 3 (non-protein coding)
22534	0.000282	0.0000162	-4.8272635	2.68636	-2.690547	BCL2	BCL2, apoptosis regulator
20917	0.000149	0.00000733	-5.0656557	3.452282	-2.686983	ITM2A	integral membrane protein 2A
3570	0.0109	0.0016	-3.3588791	-1.689276	-2.6854848	FOXA1	forkhead box A1
31079	0.0000547	0.00000206	-5.4430688	4.683456	-2.6854418	MAPT	microtubule associated protein tau
23593	0.00817	0.00111	-3.4833877	-1.349226	-2.6832031	CNTNAP3	contactin associated protein-like 3
25597	0.0158	0.00261	-3.1875688	-2.144962	-2.6686539	AR	androgen receptor
22885	0.0147	0.00237	-3.221012	-2.057155	-2.6678977	AR	androgen receptor
16730	0.0155	0.00254	-3.1960161	-2.122837	-2.6637896	AR	androgen receptor
44406	0.00257	0.000255	-3.9695306	0.041755	-2.6629085	CA12	carbonic anhydrase 12
28514	0.0094	0.00133	-3.4223944	-1.516706	-2.6608026	TFF3	trefoil factor 3
40710	0.00000327	6.18E-08	-6.4690238	8.095472	-2.6589702	PDGFA	platelet derived growth factor subunit A
42235	0.0000172	0.000000487	-5.8665548	6.084216	-2.6544279	RBMS3	RNA binding motif single stranded interacting protein 3
2877	0.0000916	0.00000396	-5.2496054	4.049857	-2.6485872	ALDH7A1	aldehyde dehydrogenase 7 family member A1
5886	0.000655	0.0000456	-4.5118181	1.690905	-2.6468387	PLAT	plasminogen activator, tissue type
21780	0.00138	0.000117	-4.2187344	0.788544	-2.6457047	HBB	hemoglobin subunit beta
26605	0.00095	0.0000727	-4.3669891	1.242003	-2.641725	EGR3	early growth response 3
24809	0.000288	0.0000166	-4.8198427	2.662692	-2.6413594	HOTAIRM1	HOXA transcript antisense RNA, myeloid-specific 1
19706	0.00169	0.000151	-4.1380415	0.544516	-2.6402209	LUZP2	leucine zipper protein 2
32079	0.000372	0.0000228	-4.7230525	2.35503	-2.6401467	SEMA5A	semaphorin 5A
38940	0.00000138	2.06E-08	-6.7885608	9.164567	-2.6391437	TENM2	teneurin transmembrane protein 2
21391	0.00000331	6.28E-08	-6.4640302	8.078764	-2.6365925	STC2	stanniocalcin 2
20735	0.00836	0.00115	-3.4732746	-1.377113	-2.6365567	FOXA1	forkhead box A1
34728	0.0000232	0.000000703	-5.7590497	5.727174	-2.6336767	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5
9856	0.000344	0.0000208	-4.7517299	2.445978	-2.632087	HBB	hemoglobin subunit beta
33984	0.00323	0.00034	-3.8767166	-0.230943	-2.6315065	TUBB2B	tubulin beta 2B class IIb
16911	0.00136	0.000115	-4.2232654	0.802306	-2.6294328	NDN	necdin, MAGE family member
25155	0.0103	0.00149	-3.382313	-1.625828	-2.6288072	FOXA1	forkhead box A1
23424	0.00857	0.00118	-3.4625165	-1.406727	-2.6254315	FOXA1	forkhead box A1
28694	0.00141	0.00012	-4.2111345	0.765474	-2.6247941	LTBP2	latent transforming growth factor beta binding protein 2
31116	0.000599	0.0000409	-4.5448714	1.794119	-2.6240073	PLAT	plasminogen activator, tissue type
38426	0.00944	0.00134	-3.420339	-1.52232	-2.6224603	FOXA1	forkhead box A1
16337	0.000603	0.0000412	-4.5424733	1.786622	-2.6199107	POTED	POTE ankyrin domain family member D
18290	0.000172	0.00000873	-5.0133787	3.283445	-2.6152829	LAMA3	laminin subunit alpha 3
30839	0.00000329	6.22E-08	-6.4669169	8.088422	-2.6111685	C2orf40	chromosome 2 open reading frame 40
12017	0.000178	0.00000914	-4.9997952	3.239652	-2.6101257	SEMA5A	semaphorin 5A
42981	0.000143	0.00000692	-5.0832469	3.509199	-2.6098842	LIFR	leukemia inhibitory factor receptor alpha
40521	0.0000255	0.000000793	-5.723744	5.610106	-2.6066503	NECAB1	N-terminal EF-hand calcium binding protein 1
40085	0.0000189	0.000000547	-5.8323161	5.970415	-2.6049915	MAPT	microtubule associated protein tau
606	0.00000233	4.04E-08	-6.5927575	8.509514	-2.6026743	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1
16840	0.000287	0.0000165	-4.8211841	2.666969	-2.6026682	MLPH	melanophilin
18749	0.00652	0.000831	-3.5820048	-1.074906	-2.6025802	FOXA1	forkhead box A1
19216	0.0132	0.00207	-3.2694765	-1.928904	-2.6014456	AR	androgen receptor
6887	0.00000602	0.000000132	-6.2469112	7.35262	-2.6009889	MME	membrane metallo-endopeptidase
31001	0.0103	0.0015	-3.381593	-1.627781	-2.5998651	FOXA1	forkhead box A1
20713	0.0392	0.00846	-2.7536663	-3.229052	-2.5997619	OLFM4	olfactomedin 4
39087	0.000179	0.00000917	-4.9988179	3.236502	-2.5982115	GATA3	GATA binding protein 3
7224	0.0108	0.00159	-3.3602392	-1.685601	-2.5960423	FOXA1	forkhead box A1
31918	0.01	0.00144	-3.3939626	-1.59419	-2.5953402	FOXA1	forkhead box A1
35654	0.0188	0.00327	-3.1059938	-2.35671	-2.5950251	AR	androgen receptor
14997	0.0000388	0.00000135	-5.5663322	5.089455	-2.5950087	MAPT	microtubule associated protein tau
14747	0.0000475	0.00000173	-5.4941552	4.851524	-2.5915462	C6orf10	chromosome 6 open reading frame 10
32054	0.000235	0.0000129	-4.8954122	2.904231	-2.5914715	MAGI2-AS3	MAGI2 antisense RNA 3
25789	0.0000553	0.00000209	-5.4390474	4.670239	-2.5898213	SYNPO2	synaptopodin 2
20447	0.00000681	0.000000154	-6.2018105	7.201911	-2.5857496	NRSN1	neurensin 1
40963	0.00467	0.000542	-3.7241094	-0.672307	-2.5790051	CYP4F11	cytochrome P450 family 4 subfamily F member 11
28431	0.00226	0.000217	-4.0218678	0.196877	-2.5750914	LOC399716	uncharacterized LOC399716
15445	0.000846	0.0000626	-4.413638	1.38598	-2.5741114	BCL2	BCL2, apoptosis regulator
8938	0.00989	0.00142	-3.4006031	-1.576127	-2.573476	FOXA1	forkhead box A1
18444	0.00184	0.000169	-4.1021931	0.436768	-2.5687877	FAM101A	family with sequence similarity 101 member A
8099	0.000128	0.00000602	-5.1244544	3.642725	-2.5677641	KIAA1456	KIAA1456
27291	0.000374	0.000023	-4.7206023	2.347268	-2.5643474	BCL2	BCL2, apoptosis regulator
39862	0.000584	0.0000396	-4.5551973	1.826419	-2.5639758	HBB	hemoglobin subunit beta
