ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
219295_s_at	0.000000017	4.24E-09	-6.21039	9.93741	-4.13945	PCOLCE2	procollagen C-endopeptidase enhancer 2
209842_at	0.0000085	0.000003	-4.839908	3.56199	-4.12716345	SOX10	SRY-box 10
224321_at	1.97E-26	3.34E-28	-13.448254	53.44916	-4.09801355	TMEFF2	transmembrane protein with EGF like and two follistatin like domains 2
226755_at	1.33E-16	1.12E-17	-9.63913	29.40401	-4.09308256	MIR205HG	MIR205 host gene
209863_s_at	7.5E-12	1.21E-12	-7.70526	17.95043	-4.0883878	TP63	tumor protein p63
213071_at	6.96E-17	5.64E-18	-9.74974	30.08404	-4.07579924	DPT	dermatopontin
1556206_at	9.09E-52	3.99E-55	-23.907361	114.92143	-4.07180095	LINC00408	long intergenic non-protein coding RNA 408
203400_s_at	0.000000712	0.000000218	-5.413209	6.09636	-4.0639702	TF	transferrin
214598_at	6.54E-08	1.76E-08	-5.930511	8.54987	-4.05503095	CLDN8	claudin 8
211696_x_at	5.64E-09	1.32E-09	-6.434942	11.07899	-4.04368413	HBB	hemoglobin subunit beta
204271_s_at	1.46E-19	7.91E-21	-10.794773	36.59428	-4.0304068	EDNRB	endothelin receptor type B
204754_at	2.45E-39	4.83E-42	-18.568196	85.0878	-4.0280078	HLF	HLF, PAR bZIP transcription factor
228750_at	0.000000104	2.88E-08	-5.831325	8.06797	-4.02581405	COL14A1	collagen type XIV alpha 1 chain
205752_s_at	1.27E-37	3.35E-40	-17.863276	80.88288	-4.01639752	GSTM5	glutathione S-transferase mu 5
209465_x_at	4.76E-11	8.5E-12	-7.362518	16.03376	-4.01633535	PTN	pleiotrophin
229947_at	0.0000115	0.0000041	-4.768115	3.25933	-4.01199702	PI15	peptidase inhibitor 15
203851_at	1.74E-23	5.03E-25	-12.307228	46.18231	-4.0020977	IGFBP6	insulin like growth factor binding protein 6
204997_at	1.2E-26	1.94E-28	-13.532729	53.98632	-3.9780492	GPD1	glycerol-3-phosphate dehydrogenase 1
216331_at	7.49E-30	6.96E-32	-14.777649	61.8668	-3.96564666	ITGA7	integrin subunit alpha 7
209283_at	0.000000936	0.000000291	-5.352218	5.81716	-3.96216341	CRYAB	crystallin alpha B
238447_at	4.46E-11	7.93E-12	-7.374849	16.10197	-3.96206682	RBMS3	RNA binding motif single stranded interacting protein 3
202920_at	7.43E-10	1.55E-10	-6.837203	13.18282	-3.95220074	ANK2	ankyrin 2, neuronal
226322_at	1.94E-08	4.87E-09	-6.183498	9.80236	-3.93807521	TMTC1	transmembrane and tetratricopeptide repeat containing 1
201820_at	0.0001	0.0000407	-4.218929	1.06021	-3.93295201	KRT5	keratin 5
225424_at	2.66E-21	1.09E-22	-11.466923	40.8403	-3.93029901	GPAM	glycerol-3-phosphate acyltransferase, mitochondrial
1556364_at	3.26E-31	2.38E-33	-15.311768	65.2193	-3.9191933	ADAMTS9-AS2	ADAMTS9 antisense RNA 2
228653_at	2.46E-31	1.76E-33	-15.359181	65.51587	-3.89402387	SAMD5	sterile alpha motif domain containing 5
235570_at	3.38E-10	6.72E-11	-6.990072	14.00092	-3.89327112	RBMS3	RNA binding motif single stranded interacting protein 3
219230_at	4.29E-16	3.87E-17	-9.438478	28.17582	-3.8705839	TMEM100	transmembrane protein 100
203951_at	2.42E-12	3.66E-13	-7.912735	19.13031	-3.85764391	CNN1	calponin 1
209560_s_at	0.000306	0.000133	-3.914618	-0.06546	-3.84070572	DLK1	delta like non-canonical Notch ligand 1
235368_at	4.44E-15	4.6E-16	-9.034786	25.72824	-3.83618825	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5
205044_at	0.00735	0.00391	-2.927221	-3.21968	-3.83561243	GABRP	gamma-aminobutyric acid type A receptor pi subunit
213348_at	3.65E-13	4.9E-14	-8.256596	21.11565	-3.83228953	CDKN1C	cyclin dependent kinase inhibitor 1C
219213_at	1.08E-12	1.55E-13	-8.060393	19.97844	-3.81744821	JAM2	junctional adhesion molecule 2
244655_at	4.94E-38	1.21E-40	-18.031684	81.8927	-3.79056808	LOC100507311	uncharacterized LOC100507311
220625_s_at	0.000536	0.000241	-3.75541	-0.62661	-3.78012978	ELF5	E74 like ETS transcription factor 5
228186_s_at	6.2E-10	1.28E-10	-6.872333	13.36995	-3.77733527	RSPO3	R-spondin 3
218002_s_at	0.0000747	0.0000297	-4.29663	1.35851	-3.77528409	CXCL14	C-X-C motif chemokine ligand 14
203435_s_at	6.59E-16	6.12E-17	-9.364298	27.72363	-3.75375875	MME	membrane metallo-endopeptidase
204388_s_at	2.63E-15	2.64E-16	-9.125734	26.27673	-3.75313099	MAOA	monoamine oxidase A
218872_at	2.78E-48	1.99E-51	-22.332796	106.50344	-3.74042023	TESC	tescalcin
236656_s_at	2.68E-22	9.39E-24	-11.850656	43.27671	-3.73926586	LOC100288911	uncharacterized LOC100288911
203240_at	0.000000448	0.000000134	-5.515941	6.57157	-3.72612927	FCGBP	Fc fragment of IgG binding protein
221748_s_at	5.22E-23	1.64E-24	-12.122725	45.00753	-3.71148521	TNS1	tensin 1
223727_at	5.36E-35	2.01E-37	-16.81587	74.53167	-3.70214663	KCNIP2	potassium voltage-gated channel interacting protein 2
212886_at	7.05E-17	5.72E-18	-9.747486	30.07017	-3.70204238	CCDC69	coiled-coil domain containing 69
209160_at	0.000000184	5.22E-08	-5.710621	7.48872	-3.6983644	AKR1C3	aldo-keto reductase family 1, member C3
205051_s_at	0.000000288	8.39E-08	-5.613018	7.02622	-3.68038385	KIT	KIT proto-oncogene receptor tyrosine kinase
227530_at	8.88E-15	9.55E-16	-8.914465	25.00539	-3.67905481	AKAP12	A-kinase anchoring protein 12
230595_at	7.89E-43	9.09E-46	-20.026077	93.59407	-3.67589552	PGM5-AS1	PGM5 antisense RNA 1
204570_at	9.96E-16	9.49E-17	-9.292877	27.28926	-3.66089922	COX7A1	cytochrome c oxidase subunit 7A1
236038_at	2.88E-14	3.32E-15	-8.708022	23.77295	-3.6590864	RNF150	ring finger protein 150
238750_at	7.62E-08	2.06E-08	-5.898378	8.39318	-3.65640311	CCL28	C-C motif chemokine ligand 28
210794_s_at	2.04E-17	1.53E-18	-9.958584	31.37338	-3.65098298	MEG3	maternally expressed 3 (non-protein coding)
218974_at	2.61E-13	3.43E-14	-8.316831	21.46702	-3.63628328	SOBP	sine oculis binding protein homolog
204955_at	4.72E-10	9.57E-11	-6.925273	13.65294	-3.608737	SRPX	sushi repeat containing protein, X-linked
1553243_at	8.06E-39	1.74E-41	-18.354114	83.81692	-3.60413128	ITIH5	inter-alpha-trypsin inhibitor heavy chain family member 5
204154_at	1.23E-11	2.04E-12	-7.614627	17.43956	-3.60362641	CDO1	cysteine dioxygenase type 1
228268_at	0.000000234	6.74E-08	-5.658235	7.23982	-3.60118324	FMO2	flavin containing monooxygenase 2
224159_x_at	2.84E-50	1.61E-53	-23.216493	111.26717	-3.57985126	TRIM4	tripartite motif containing 4
219059_s_at	2.94E-19	1.68E-20	-10.676319	35.84987	-3.57545716	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1
228885_at	1.36E-13	1.72E-14	-8.433057	22.14788	-3.56928669	MAMDC2	MAM domain containing 2
229800_at	0.000000181	5.16E-08	-5.713106	7.50056	-3.56766154	DCLK1	doublecortin like kinase 1
209074_s_at	2.99E-13	3.97E-14	-8.292347	21.32407	-3.55822372	FAM107A	family with sequence similarity 107 member A
229310_at	4.78E-11	8.54E-12	-7.36166	16.02901	-3.55612163	KLHL29	kelch like family member 29
219304_s_at	0.000000574	0.000000174	-5.460978	6.31656	-3.5498645	PDGFD	platelet derived growth factor D
237154_at	1.52E-32	8.8E-35	-15.836912	68.49383	-3.54208752	LOC101930114	uncharacterized LOC101930114
228827_at	8.54E-09	2.05E-09	-6.351223	10.65052	-3.54183085	RUNX1T1	RUNX1 translocation partner 1
228770_at	2.69E-44	2.61E-47	-20.643021	97.11366	-3.53271006	GPR146	G protein-coupled receptor 146
206201_s_at	6.12E-13	8.49E-14	-8.163163	20.57268	-3.52997411	MEOX2	mesenchyme homeobox 2
209057_x_at	9.61E-51	4.75E-54	-23.443283	112.4735	-3.52096442	CDC5L	cell division cycle 5 like
205236_x_at	2.02E-20	9.59E-22	-11.126645	38.68656	-3.50343767	SOD3	superoxide dismutase 3, extracellular
204273_at	1.83E-11	3.1E-12	-7.540961	17.02642	-3.49658283	EDNRB	endothelin receptor type B
203881_s_at	0.000000178	5.07E-08	-5.716641	7.51742	-3.48215763	DMD	dystrophin
230003_at	1.11E-25	2.18E-27	-13.155149	51.58389	-3.47797721	SLC16A7	solute carrier family 16 member 7
228618_at	1.64E-38	3.74E-41	-18.226402	83.05621	-3.47723623	PEAR1	platelet endothelial aggregation receptor 1
209541_at	0.0000582	0.0000228	-4.361873	1.61232	-3.46311738	IGF1	insulin like growth factor 1
823_at	1.76E-09	3.87E-10	-6.66696	12.28356	-3.46033236	CX3CL1	C-X3-C motif chemokine ligand 1
229177_at	2.84E-11	4.94E-12	-7.458751	16.56765	-3.45447226	C16orf89	chromosome 16 open reading frame 89
220061_at	1.6E-28	1.85E-30	-14.261511	58.60919	-3.44710725	ACSM5	acyl-CoA synthetase medium-chain family member 5
209614_at	4.46E-32	2.83E-34	-15.650693	67.3353	-3.4390674	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide
201843_s_at	0.000000545	0.000000165	-5.472541	6.37006	-3.43654997	EFEMP1	EGF containing fibulin like extracellular matrix protein 1
208383_s_at	4.49E-22	1.63E-23	-11.764469	42.72892	-3.43335592	PCK1	phosphoenolpyruvate carboxykinase 1
206453_s_at	1.46E-10	2.76E-11	-7.151395	14.87472	-3.43071403	NDRG2	NDRG family member 2
235616_at	6.44E-14	7.79E-15	-8.566039	22.93137	-3.42560376	TSHZ2	teashirt zinc finger homeobox 2
222043_at	2.03E-10	3.92E-11	-7.087947	14.52981	-3.42139315	CLU	clusterin
230992_at	2.02E-29	1.99E-31	-14.611946	60.82273	-3.41513828	BTNL9	butyrophilin like 9
209270_at	1.19E-09	2.54E-10	-6.744975	12.69407	-3.4141077	LAMB3	laminin subunit beta 3
213924_at	3.42E-21	1.43E-22	-11.424714	40.57276	-3.41201	GNAL	G protein subunit alpha L
202746_at	2.1E-09	4.65E-10	-6.632213	12.10159	-3.41068598	ITM2A	integral membrane protein 2A
204389_at	5.69E-18	3.95E-19	-10.175224	32.71767	-3.403892	MAOA	monoamine oxidase A
203434_s_at	0.000000113	3.12E-08	-5.815374	7.99097	-3.40143834	MME	membrane metallo-endopeptidase
209291_at	0.0000392	0.000015	-4.463036	2.01182	-3.39892275	ID4	inhibitor of DNA binding 4, HLH protein
1558828_s_at	6E-12	9.56E-13	-7.746774	18.18538	-3.38888293	CARMN	cardiac mesoderm enhancer-associated non-coding RNA
210964_s_at	5.56E-13	7.67E-14	-8.180458	20.673	-3.38635006	GYG2	glycogenin 2
211494_s_at	9.93E-35	3.96E-37	-16.706049	73.85899	-3.38472296	SLC4A4	solute carrier family 4 member 4
227826_s_at	1.92E-12	2.87E-13	-7.954788	19.37116	-3.38317207	SORBS2	sorbin and SH3 domain containing 2
216594_x_at	1.13E-09	2.4E-10	-6.755406	12.74917	-3.38284827	AKR1C1	aldo-keto reductase family 1 member C1
226303_at	2.45E-28	2.95E-30	-14.188382	58.14641	-3.38209186	PGM5	phosphoglucomutase 5
236262_at	8.12E-24	2.23E-25	-12.434212	46.99118	-3.38047511	MMRN2	multimerin 2
221747_at	6.27E-16	5.8E-17	-9.37291	27.77608	-3.37013767	TNS1	tensin 1
205730_s_at	5.63E-11	1.02E-11	-7.330779	15.85842	-3.37005658	ABLIM3	actin binding LIM protein family member 3
227997_at	0.00000609	0.0000021	-4.919862	3.90302	-3.36863058	IL17RD	interleukin 17 receptor D
219093_at	1.18E-17	8.53E-19	-10.052381	31.9546	-3.35564392	PID1	phosphotyrosine interaction domain containing 1
221009_s_at	1.93E-12	2.88E-13	-7.954314	19.36845	-3.3556006	ANGPTL4	angiopoietin like 4
209220_at	7.15E-12	1.15E-12	-7.713999	17.99985	-3.35127282	GPC3	glypican 3
225720_at	1.1E-12	1.57E-13	-8.058042	19.96489	-3.3509984	SYNPO2	synaptopodin 2
229487_at	3.25E-20	1.6E-21	-11.046061	38.1777	-3.34793609	EBF1	early B-cell factor 1
203726_s_at	0.00000275	0.000000908	-5.106579	4.7154	-3.34460952	LAMA3	laminin subunit alpha 3
1558421_a_at	3.46E-27	5.06E-29	-13.743062	55.32277	-3.32230264	C14orf180	chromosome 14 open reading frame 180
206262_at	2.47E-36	7.78E-39	-17.345931	77.76073	-3.31039463	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide
204134_at	1.89E-36	5.84E-39	-17.392691	78.04414	-3.30988358	PDE2A	phosphodiesterase 2A
205619_s_at	8.45E-15	9.06E-16	-8.923132	25.05735	-3.30021506	MEOX1	mesenchyme homeobox 1
218730_s_at	0.000153	0.0000639	-4.104501	0.6289	-3.29742285	OGN	osteoglycin
231118_at	4.53E-10	9.17E-11	-6.93323	13.69558	-3.29417389	ANKRD35	ankyrin repeat domain 35
204482_at	8.33E-33	4.63E-35	-15.939546	69.13105	-3.28893326	CLDN5	claudin 5
205824_at	5.16E-32	3.31E-34	-15.625618	67.17908	-3.28278057	HSPB2	heat shock protein family B (small) member 2
203571_s_at	0.0000482	0.0000187	-4.410179	1.80218	-3.27915213	ADIRF	adipogenesis regulatory factor
209292_at	0.0000136	0.00000491	-4.726842	3.08688	-3.26814226	ID4	inhibitor of DNA binding 4, HLH protein
227662_at	0.000119	0.0000489	-4.172543	0.88422	-3.26155282	SYNPO2	synaptopodin 2
208186_s_at	2.32E-32	1.39E-34	-15.76367	68.03852	-3.25646792	LIPE	lipase E, hormone sensitive type
238964_at	8.84E-18	6.32E-19	-10.100338	32.25225	-3.25398539	FIGN	fidgetin, microtubule severing factor
244521_at	2.18E-20	1.05E-21	-11.113001	38.60037	-3.24834438	TSHZ2	teashirt zinc finger homeobox 2
221295_at	7.48E-16	7E-17	-9.342477	27.59082	-3.23942922	CIDEA	cell death-inducing DFFA-like effector a
225575_at	4.49E-09	1.04E-09	-6.480691	11.31453	-3.22351361	LIFR	leukemia inhibitory factor receptor alpha
205117_at	7.46E-13	1.05E-13	-8.127287	20.36488	-3.22018177	FGF1	fibroblast growth factor 1
209392_at	3.95E-08	1.03E-08	-6.036749	9.07181	-3.21821738	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2
225627_s_at	4.33E-10	8.74E-11	-6.941976	13.74247	-3.2095325	CACHD1	cache domain containing 1
220751_s_at	6.38E-12	1.02E-12	-7.735075	18.11911	-3.20612736	FAXDC2	fatty acid hydroxylase domain containing 2
224327_s_at	0.000000445	0.000000133	-5.517261	6.57772	-3.20603366	DGAT2	diacylglycerol O-acyltransferase 2
